InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Discount,PaymentMethod,ShippingCost,Category,SalesChannel,ReturnStatus,ShipmentProvider,WarehouseLocation,OrderPriority
I536007,V044,CUCUMBERS (PERSIAN),26,9/14/2024 0:00,1.97,12847,Brazil,0.04,Local Payment,4.97,Vegetables,Distributor,,RodoLogistics,SA1 (Brazil),Medium
I536007,V047,ONIONS (YELLOW),1,9/14/2024 0:00,4.52,12847,Brazil,0.15,Local Payment,324.91,Vegetables,Distributor,,RodoLogistics,SA1 (Brazil),Medium
I536007,F005,PAPAYA (RED),40,9/14/2024 0:00,5.14,12847,Brazil,0.03,Local Payment,8.58,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),Medium
I536007,F016,POMELO,1,9/14/2024 0:00,2.93,12847,Brazil,0.1,Local Payment,288.88,Citrus,Distributor,,RodoLogistics,SA1 (Brazil),Medium
I536007,F007,STAR FRUIT,38,9/14/2024 0:00,5.48,12847,Brazil,0.03,Local Payment,4.27,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),Medium
I536007,F018,CLEMENTINE,1,9/14/2024 0:00,3.08,12847,Brazil,0.15,Local Payment,314.05,Citrus,Distributor,,RodoLogistics,SA1 (Brazil),Medium
I536007,F010,GUAVA (PINK),57,9/14/2024 0:00,4.89,12847,Brazil,0.01,Local Payment,3.9,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),Medium
I536007,F008,DRAGON FRUIT,62,9/14/2024 0:00,5.02,12847,Brazil,0,Local Payment,12.9,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),Medium
I536007,F004,COCONUT (YOUNG),41,9/14/2024 0:00,5.6,12847,Brazil,0,Local Payment,3.6,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),Medium
I536007,F020,CEDRAT,14,9/14/2024 0:00,2.18,12847,Brazil,0.04,Local Payment,6.24,Citrus,Distributor,,RodoLogistics,SA1 (Brazil),Medium
I536007,F018,CLEMENTINE,18,9/14/2024 0:00,2.49,12847,Brazil,0.02,Local Payment,4.83,Citrus,Distributor,,RodoLogistics,SA1 (Brazil),Medium
I536007,F003,MANGO (ALPHONSO),43,9/14/2024 0:00,7.02,12847,Brazil,0.04,Local Payment,6.29,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),Medium
I536007,F003,MANGO (ALPHONSO),44,9/14/2024 0:00,4.66,12847,Brazil,0.04,Local Payment,6.51,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),Medium
I536007,F007,STAR FRUIT,31,9/14/2024 0:00,5.62,12847,Brazil,0.02,Local Payment,4.22,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),Medium
I536007,F002,PINEAPPLE (HAWAIIAN),56,9/14/2024 0:00,6.33,12847,Brazil,0.1,Local Payment,6.92,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),Medium
I536007,F006,KIWI (GREEN),27,9/14/2024 0:00,6.21,12847,Brazil,0,Local Payment,7.05,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),Medium
I536007,F004,COCONUT (YOUNG),46,9/14/2024 0:00,6.86,12847,Brazil,0.04,Local Payment,9.15,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),Medium
I536007,F002,PINEAPPLE (HAWAIIAN),32,9/14/2024 0:00,4.12,12847,Brazil,0.03,Local Payment,4.1,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),Medium
I536007,F014,GRAPEFRUIT (RUBY RED),36,9/14/2024 0:00,1.22,12847,Brazil,0,Local Payment,2.19,Citrus,Distributor,,RodoLogistics,SA1 (Brazil),Medium
I536007,F007,STAR FRUIT,63,9/14/2024 0:00,5.44,12847,Brazil,0.03,Local Payment,6.78,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),Medium
I536007,F003,MANGO (ALPHONSO),46,9/14/2024 0:00,3.23,12847,Brazil,0.04,Local Payment,6.98,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),Medium
I536007,F009,PASSION FRUIT,58,9/14/2024 0:00,4.26,12847,Brazil,0.03,Local Payment,6.66,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),Medium
I536007,F014,GRAPEFRUIT (RUBY RED),14,9/14/2024 0:00,2.9,12847,Brazil,0.02,Local Payment,5.92,Citrus,Distributor,,RodoLogistics,SA1 (Brazil),Medium
I536007,F024,BLACKBERRIES,41,9/14/2024 0:00,5.65,12847,Brazil,0.04,Local Payment,4.75,Berries,Distributor,,RodoLogistics,SA1 (Brazil),Medium
I536007,F004,COCONUT (YOUNG),29,9/14/2024 0:00,3.61,12847,Brazil,0,Local Payment,5.38,,Distributor,,RodoLogistics,SA1 (Brazil),Medium
I536007,F007,STAR FRUIT,31,9/14/2024 0:00,6.21,12847,Brazil,0,Local Payment,7.45,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),Medium
I536007,F007,STAR FRUIT,56,9/14/2024 0:00,3.56,12847,Brazil,0.02,Local Payment,10.49,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),Medium
I536007,F010,GUAVA (PINK),49,9/14/2024 0:00,3.83,12847,Brazil,0.05,Local Payment,8.33,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),Medium
I536007,F028,CURRANTS (RED),71,9/14/2024 0:00,5.21,12847,Brazil,0.05,Local Payment,4.65,Berries,Distributor,,RodoLogistics,SA1 (Brazil),Medium
I536007,F003,MANGO (ALPHONSO),38,9/14/2024 0:00,6.82,12847,Brazil,0.03,Local Payment,5.37,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),Medium
I536007,F017,BLOOD ORANGE,30,9/14/2024 0:00,2.1,12847,Brazil,0.03,Local Payment,2.91,Citrus,Distributor,,RodoLogistics,SA1 (Brazil),Medium
I536007,F005,PAPAYA (RED),36,9/14/2024 0:00,5.37,12847,Brazil,0.02,Local Payment,3.41,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),Medium
I536007,F023,RASPBERRIES (HALF PINT),44,9/14/2024 0:00,6.34,12847,Brazil,0.02,Local Payment,3.79,Berries,Distributor,,RodoLogistics,SA1 (Brazil),Medium
I536007,V044,CUCUMBERS (PERSIAN),13,9/14/2024 0:00,3.68,12847,Brazil,0.04,Local Payment,6.7,Vegetables,Distributor,,RodoLogistics,SA1 (Brazil),Medium
I536007,F005,PAPAYA (RED),26,9/14/2024 0:00,5.17,12847,Brazil,0.03,Local Payment,4.65,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),Medium
I536007,F007,STAR FRUIT,65,9/14/2024 0:00,5.7,12847,Brazil,0.02,Local Payment,12.68,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),Medium
I536007,F008,DRAGON FRUIT,59,9/14/2024 0:00,4.77,12847,Brazil,0.04,Local Payment,7.96,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),Medium
I536007,F005,PAPAYA (RED),84,9/14/2024 0:00,4.33,12847,Brazil,0.1,Local Payment,9.96,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),Medium
I536007,F004,COCONUT (YOUNG),42,9/14/2024 0:00,5.02,12847,Brazil,0.05,Local Payment,4.31,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),Medium
I536007,F005,PAPAYA (RED),36,9/14/2024 0:00,4.17,12847,Brazil,0.02,Local Payment,7.5,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),Medium
I536007,F003,MANGO (ALPHONSO),88,9/14/2024 0:00,5.57,12847,Brazil,0.05,Local Payment,8.55,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),Medium
I536007,F005,PAPAYA (RED),71,9/14/2024 0:00,5.13,12847,Brazil,0.1,Local Payment,6.76,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),Medium
I536007,F010,GUAVA (PINK),60,9/14/2024 0:00,7.83,12847,Brazil,0.05,Local Payment,7.39,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),Medium
I536007,F034,CHERRIES (RAINIER),15,9/14/2024 0:00,2.92,12847,Brazil,0.04,Local Payment,7.07,Stone Fruit,Distributor,,RodoLogistics,SA1 (Brazil),Medium
I536007,F009,PASSION FRUIT,53,9/14/2024 0:00,7.08,12847,Brazil,0.02,Local Payment,11.85,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),Medium
I536007,F020,CEDRAT,14,9/14/2024 0:00,1.18,12847,Brazil,0.05,Local Payment,6.04,Citrus,Distributor,,RodoLogistics,SA1 (Brazil),Medium
I536007,F009,PASSION FRUIT,38,9/14/2024 0:00,2.9,12847,Brazil,0.04,Local Payment,6.83,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),Medium
I536007,F009,PASSION FRUIT,33,9/14/2024 0:00,4.45,12847,Brazil,0.03,Local Payment,3.18,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),Medium
I536007,F006,KIWI (GREEN),34,9/14/2024 0:00,7.33,12847,Brazil,0,Local Payment,3.71,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),Medium
I536007,F025,CRANBERRIES,67,9/14/2024 0:00,6.36,12847,Brazil,0.03,Local Payment,5.85,Berries,Distributor,,RodoLogistics,SA1 (Brazil),Medium
I536007,F005,PAPAYA (RED),74,9/14/2024 0:00,3.81,12847,Brazil,0,Local Payment,13.07,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),Medium
I536007,F005,PAPAYA (RED),49,9/14/2024 0:00,3.76,12847,Brazil,0.03,Local Payment,9.62,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),Medium
I536007,F004,COCONUT (YOUNG),32,9/14/2024 0:00,4.45,12847,Brazil,0.05,Local Payment,5.23,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),Medium
I536007,F006,KIWI (GREEN),81,9/14/2024 0:00,3.93,12847,Brazil,0.02,Local Payment,11.37,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),Medium
I536007,V043,BELL PEPPERS (MIXED),1,9/14/2024 0:00,4.05,12847,Brazil,0.1,Local Payment,329.22,Vegetables,Distributor,,RodoLogistics,SA1 (Brazil),Medium
I536007,F011,ORANGE (VALENCIA),1,9/14/2024 0:00,2.76,12847,Brazil,0.1,Local Payment,284.19,Citrus,Distributor,,RodoLogistics,SA1 (Brazil),Medium
I536007,F011,ORANGE (VALENCIA),23,9/14/2024 0:00,1.99,12847,Brazil,0.02,Local Payment,3.92,Citrus,Distributor,,RodoLogistics,SA1 (Brazil),Medium
I536007,F003,MANGO (ALPHONSO),66,9/14/2024 0:00,3.9,12847,Brazil,0.03,Local Payment,9.95,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),Medium
I536007,F018,CLEMENTINE,23,9/14/2024 0:00,3.46,12847,Brazil,0.01,Local Payment,3.75,Citrus,Distributor,,RodoLogistics,SA1 (Brazil),Medium
I536007,F007,STAR FRUIT,71,9/14/2024 0:00,5.62,12847,Brazil,0.05,Local Payment,10.01,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),Medium
I536007,F003,MANGO (ALPHONSO),34,9/14/2024 0:00,4.08,12847,Brazil,0.02,Local Payment,6.74,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),Medium
I536007,F003,MANGO (ALPHONSO),33,9/14/2024 0:00,3.74,12847,Brazil,0.02,Local Payment,5.17,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),Medium
I536007,F002,PINEAPPLE (HAWAIIAN),48,9/14/2024 0:00,6.66,12847,Brazil,0.05,Local Payment,8.58,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),Medium
I536007,F011,ORANGE (VALENCIA),35,9/14/2024 0:00,1.49,12847,Brazil,0.01,Local Payment,3,Citrus,Distributor,,RodoLogistics,SA1 (Brazil),Medium
I536007,F029,MULBERRIES,69,9/14/2024 0:00,5.8,12847,Brazil,0.02,Local Payment,5.33,Berries,Distributor,,RodoLogistics,SA1 (Brazil),Medium
I536007,F013,LIME (KEY),15,9/14/2024 0:00,1.23,12847,Brazil,0.04,Local Payment,5.84,Citrus,Distributor,,RodoLogistics,SA1 (Brazil),Medium
I536007,F017,BLOOD ORANGE,1,9/14/2024 0:00,2.3,12847,Brazil,0.1,Local Payment,325.84,Citrus,Distributor,,RodoLogistics,SA1 (Brazil),Medium
I536007,F008,DRAGON FRUIT,81,9/14/2024 0:00,4.11,12847,Brazil,0.02,Local Payment,10.05,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),Medium
I536007,F010,GUAVA (PINK),62,9/14/2024 0:00,7.33,12847,Brazil,0.02,Local Payment,3.74,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),Medium
I536007,F010,GUAVA (PINK),53,9/14/2024 0:00,4.83,12847,Brazil,0,Local Payment,3.36,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),Medium
I536007,F005,PAPAYA (RED),31,9/14/2024 0:00,6.11,12847,Brazil,0.1,Local Payment,5.35,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),Medium
I536007,F001,BANANA (ORGANIC),72,9/14/2024 0:00,3.86,12847,Brazil,0.01,Local Payment,4.18,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),Medium
I536007,F007,STAR FRUIT,57,9/14/2024 0:00,3.61,12847,Brazil,0,Local Payment,11.09,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),Medium
I536007,V045,TOMATOES (HEIRLOOM),1,9/14/2024 0:00,1.6,12847,Brazil,0.1,Local Payment,301.2,Vegetables,Distributor,,RodoLogistics,SA1 (Brazil),Medium
I536007,F001,BANANA (ORGANIC),82,9/14/2024 0:00,3.81,12847,Brazil,0.05,Local Payment,13.99,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),Medium
I536007,F007,STAR FRUIT,72,9/14/2024 0:00,3.75,12847,Brazil,0.04,Local Payment,8.19,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),Medium
I536007,F038,ALMONDS (GREEN),41,9/14/2024 0:00,2.45,12847,Brazil,0.02,Local Payment,3.83,Stone Fruit,Distributor,,RodoLogistics,SA1 (Brazil),Medium
I536007,F001,BANANA (ORGANIC),31,9/14/2024 0:00,3.41,12847,Brazil,0.03,Local Payment,4.46,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),Medium
I536007,F020,CEDRAT,28,9/14/2024 0:00,2.57,12847,Brazil,0.04,Local Payment,3.43,Citrus,Distributor,,RodoLogistics,SA1 (Brazil),Medium
I536007,F022,BLUEBERRIES (PINT),65,9/14/2024 0:00,4.3,12847,Brazil,0.03,Local Payment,5.2,Berries,Distributor,,RodoLogistics,SA1 (Brazil),Medium
I536007,F001,BANANA (ORGANIC),53,9/14/2024 0:00,5.58,12847,Brazil,0.04,Local Payment,9.32,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),Medium
I536007,F008,DRAGON FRUIT,53,9/14/2024 0:00,4.49,12847,Brazil,0.04,Local Payment,6.2,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),Medium
I536007,F007,STAR FRUIT,60,9/14/2024 0:00,6.43,12847,Brazil,0.04,Local Payment,10.49,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),Medium
I536007,F004,COCONUT (YOUNG),61,9/14/2024 0:00,4.03,12847,Brazil,0.04,Local Payment,4.93,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),Medium
I536007,V044,CUCUMBERS (PERSIAN),22,9/14/2024 0:00,1.91,12847,Brazil,0.05,Local Payment,3.81,Vegetables,Distributor,,RodoLogistics,SA1 (Brazil),Medium
I536007,F009,PASSION FRUIT,33,9/14/2024 0:00,4.14,12847,Brazil,0.1,Local Payment,6.31,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),Medium
I536007,F003,MANGO (ALPHONSO),49,9/14/2024 0:00,5.37,12847,Brazil,0.02,Local Payment,5.5,Tropical Fruit,Distributor,,RodoLogistics,SA1 (Brazil),Medium
I536008,F007,STAR FRUIT,71,6/3/2024 0:00,3.26,11968,Brazil,0.01,Wire Transfer,15.12,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),High
I536008,F007,STAR FRUIT,54,6/3/2024 0:00,4.36,11968,Brazil,0.05,Wire Transfer,7.13,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),High
I536008,V050,POTATOES (RUSSET),28,6/3/2024 0:00,1.9,11968,Brazil,0.01,Wire Transfer,5,Vegetables,Online,,Correios BR,SA1 (Brazil),High
I536008,F002,PINEAPPLE (HAWAIIAN),61,6/3/2024 0:00,6.18,11968,Brazil,0,Wire Transfer,10.1,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),High
I536008,F008,DRAGON FRUIT,59,6/3/2024 0:00,3.67,11968,Brazil,0,Wire Transfer,4.7,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),High
I536008,F010,GUAVA (PINK),53,6/3/2024 0:00,4.36,11968,Brazil,0.05,Wire Transfer,9.29,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),High
I536008,F005,PAPAYA (RED),35,6/3/2024 0:00,8.01,11968,Brazil,0.02,Wire Transfer,7.27,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),High
I536008,F003,MANGO (ALPHONSO),71,6/3/2024 0:00,2.83,11968,Brazil,0.03,Wire Transfer,8.84,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),High
I536008,V047,ONIONS (YELLOW),25,6/3/2024 0:00,3.24,11968,Brazil,0.02,Wire Transfer,4.12,Vegetables,Online,,Correios BR,SA1 (Brazil),High
I536008,F003,MANGO (ALPHONSO),50,6/3/2024 0:00,6.34,11968,Brazil,0,Wire Transfer,3.91,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),High
I536008,F005,PAPAYA (RED),36,6/3/2024 0:00,3.73,11968,Brazil,0.05,Wire Transfer,5.48,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),High
I536008,F007,STAR FRUIT,61,6/3/2024 0:00,3.84,11968,Brazil,0.05,Wire Transfer,5.61,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),High
I536008,F035,NECTARINES,1,6/3/2024 0:00,3.2,11968,Brazil,0.1,Wire Transfer,315.14,Stone Fruit,Online,,Correios BR,SA1 (Brazil),High
I536008,F002,PINEAPPLE (HAWAIIAN),40,6/3/2024 0:00,3.88,11968,Brazil,0.04,Wire Transfer,4.21,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),High
I536008,F009,PASSION FRUIT,43,6/3/2024 0:00,7.2,11968,Brazil,0.1,Wire Transfer,8.2,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),High
I536008,F001,BANANA (ORGANIC),58,6/3/2024 0:00,3.91,11968,Brazil,0.03,Wire Transfer,7.2,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),High
I536008,F007,STAR FRUIT,58,6/3/2024 0:00,4.51,11968,Brazil,0,Wire Transfer,9.31,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),High
I536008,F005,PAPAYA (RED),51,6/3/2024 0:00,4.94,11968,Brazil,0.02,Wire Transfer,6.08,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),High
I536008,F030,ACAI (FROZEN),73,6/3/2024 0:00,4.57,11968,Brazil,0,Wire Transfer,5.6,Berries,Online,,Correios BR,SA1 (Brazil),High
I536008,F014,GRAPEFRUIT (RUBY RED),23,6/3/2024 0:00,1.62,11968,Brazil,0.03,Wire Transfer,3.1,Citrus,Online,,Correios BR,SA1 (Brazil),High
I536008,F008,DRAGON FRUIT,75,6/3/2024 0:00,4.34,11968,Brazil,0.02,Wire Transfer,8.33,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),High
I536008,F007,STAR FRUIT,68,6/3/2024 0:00,5.85,11968,Brazil,0,Wire Transfer,9.34,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),High
I536008,F002,PINEAPPLE (HAWAIIAN),39,6/3/2024 0:00,6.58,11968,Brazil,0.04,Wire Transfer,7.59,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),High
I536008,F004,COCONUT (YOUNG),59,6/3/2024 0:00,3.37,11968,Brazil,0.01,Wire Transfer,4.06,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),High
I536008,F008,DRAGON FRUIT,42,6/3/2024 0:00,3.31,11968,Brazil,0.05,Wire Transfer,8.72,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),High
I536008,F010,GUAVA (PINK),66,6/3/2024 0:00,3.13,11968,Brazil,0.05,Wire Transfer,9.48,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),High
I536008,F004,COCONUT (YOUNG),37,6/3/2024 0:00,7.92,11968,Brazil,0.1,Wire Transfer,7.25,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),High
I536008,F007,STAR FRUIT,37,6/3/2024 0:00,6.19,11968,Brazil,0.03,Wire Transfer,4.79,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),High
I536008,F003,MANGO (ALPHONSO),56,6/3/2024 0:00,7.67,11968,Brazil,0.04,Wire Transfer,10.88,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),High
I536008,F001,BANANA (ORGANIC),52,6/3/2024 0:00,5.32,11968,Brazil,0.02,Wire Transfer,4.6,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),High
I536008,F018,CLEMENTINE,14,6/3/2024 0:00,2.76,11968,Brazil,0.02,Wire Transfer,6.25,Citrus,Online,,Correios BR,SA1 (Brazil),High
I536008,F009,PASSION FRUIT,39,6/3/2024 0:00,3.5,11968,Brazil,0.01,Wire Transfer,5.58,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),High
I536008,F002,PINEAPPLE (HAWAIIAN),53,6/3/2024 0:00,7.84,11968,Brazil,0.05,Wire Transfer,12.07,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),High
I536008,F016,POMELO,16,6/3/2024 0:00,2.34,11968,Brazil,0.01,Wire Transfer,5.24,Citrus,Online,,Correios BR,SA1 (Brazil),High
I536008,F010,GUAVA (PINK),45,6/3/2024 0:00,4.71,11968,Brazil,0.02,Wire Transfer,5.77,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),High
I536008,F009,PASSION FRUIT,35,6/3/2024 0:00,6.16,11968,Brazil,0.03,Wire Transfer,3.18,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),High
I536008,F008,DRAGON FRUIT,67,6/3/2024 0:00,5.61,11968,Brazil,0.03,Wire Transfer,8.62,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),High
I536008,F002,PINEAPPLE (HAWAIIAN),51,6/3/2024 0:00,3.58,11968,Brazil,0.02,Wire Transfer,5.52,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),High
I536008,F003,MANGO (ALPHONSO),48,6/3/2024 0:00,5.86,11968,Brazil,0.04,Wire Transfer,7.62,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),High
I536008,F003,MANGO (ALPHONSO),55,6/3/2024 0:00,5.96,11968,Brazil,0.02,Wire Transfer,7.74,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),High
I536008,F006,KIWI (GREEN),78,6/3/2024 0:00,4.71,11968,Brazil,0.03,Wire Transfer,8.96,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),High
I536008,F015,TANGERINE (HONEY),1,6/3/2024 0:00,3.17,11968,Brazil,0.1,Wire Transfer,309.96,Citrus,Online,,Correios BR,SA1 (Brazil),High
I536008,F002,PINEAPPLE (HAWAIIAN),61,6/3/2024 0:00,6.43,11968,Brazil,0.02,Wire Transfer,7.42,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),High
I536008,F019,KUMQUAT,23,6/3/2024 0:00,1.77,11968,Brazil,0.03,Wire Transfer,4.01,Citrus,Online,,Correios BR,SA1 (Brazil),High
I536008,F014,GRAPEFRUIT (RUBY RED),28,6/3/2024 0:00,2.96,11968,Brazil,0.01,Wire Transfer,3.57,Citrus,Online,,Correios BR,SA1 (Brazil),High
I536008,F016,POMELO,18,6/3/2024 0:00,2.77,11968,Brazil,0.03,Wire Transfer,4.75,Citrus,Online,,Correios BR,SA1 (Brazil),High
I536008,F025,CRANBERRIES,69,6/3/2024 0:00,4.11,11968,Brazil,0.01,Wire Transfer,5.14,Berries,Online,,Correios BR,SA1 (Brazil),High
I536008,F003,MANGO (ALPHONSO),73,6/3/2024 0:00,5.81,11968,Brazil,0.02,Wire Transfer,13.02,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),High
I536008,F001,BANANA (ORGANIC),41,6/3/2024 0:00,6.2,11968,Brazil,0.02,Wire Transfer,7.57,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),High
I536008,F008,DRAGON FRUIT,59,6/3/2024 0:00,5.72,11968,Brazil,0.02,Wire Transfer,12.02,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),High
I536008,F021,STRAWBERRIES (1LB),55,6/3/2024 0:00,4.7,11968,Brazil,0.02,Wire Transfer,6.23,Berries,Online,,Correios BR,SA1 (Brazil),High
I536008,F005,PAPAYA (RED),48,6/3/2024 0:00,2.77,11968,Brazil,0.03,Wire Transfer,7.92,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),High
I536008,F011,ORANGE (VALENCIA),17,6/3/2024 0:00,2.66,11968,Brazil,0,Wire Transfer,4.63,Citrus,Online,,Correios BR,SA1 (Brazil),High
I536008,F004,COCONUT (YOUNG),50,6/3/2024 0:00,4.8,11968,Brazil,0,Wire Transfer,3.47,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),High
I536008,F033,APRICOTS (DRIED),1,6/3/2024 0:00,5.22,11968,Brazil,0.15,Wire Transfer,271.44,Stone Fruit,Online,,Correios BR,SA1 (Brazil),High
I536008,F010,GUAVA (PINK),63,6/3/2024 0:00,5.98,11968,Brazil,0.03,Wire Transfer,11.68,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),High
I536008,F004,COCONUT (YOUNG),35,6/3/2024 0:00,5.5,11968,Brazil,0.04,Wire Transfer,6.72,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),High
I536008,F003,MANGO (ALPHONSO),67,6/3/2024 0:00,3.99,11968,Brazil,0.03,Wire Transfer,7.27,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),High
I536008,F008,DRAGON FRUIT,55,6/3/2024 0:00,6.63,11968,Brazil,0.03,Wire Transfer,8.24,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),High
I536008,V045,TOMATOES (HEIRLOOM),28,6/3/2024 0:00,2.01,11968,Brazil,0.02,Wire Transfer,3.09,Vegetables,Online,,Correios BR,SA1 (Brazil),High
I536008,F001,BANANA (ORGANIC),40,6/3/2024 0:00,3.72,11968,Brazil,0,Wire Transfer,3.19,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),High
I536008,F010,GUAVA (PINK),77,6/3/2024 0:00,5.53,11968,Brazil,0.01,Wire Transfer,6.86,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),High
I536008,F006,KIWI (GREEN),77,6/3/2024 0:00,6.07,11968,Brazil,0.05,Wire Transfer,7.39,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),High
I536008,F005,PAPAYA (RED),44,6/3/2024 0:00,5.09,11968,Brazil,0.01,Wire Transfer,9.47,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),High
I536008,F009,PASSION FRUIT,39,6/3/2024 0:00,4.44,11968,Brazil,0.05,Wire Transfer,4.77,Tropical Fruit,Online,,Correios BR,SA1 (Brazil),High
